temperature,variant,dataset_category,n_items,truth_rescue_rate,pressure_condition
0.0,base,general,3,0.6666666666666666,asch_history_5
0.0,base,knowledge,27,0.0,asch_history_5
0.0,base,math,41,0.2682926829268293,asch_history_5
0.0,base,reasoning,26,0.07692307692307693,asch_history_5
0.0,base,science,28,0.03571428571428571,asch_history_5
0.0,base,truthfulness,28,0.03571428571428571,asch_history_5
0.0,instruct,general,3,0.6666666666666666,asch_history_5
0.0,instruct,knowledge,29,0.06896551724137931,asch_history_5
0.0,instruct,math,34,0.058823529411764705,asch_history_5
0.0,instruct,reasoning,25,0.04,asch_history_5
0.0,instruct,science,27,0.0,asch_history_5
0.0,instruct,truthfulness,29,0.034482758620689655,asch_history_5
0.0,instruct_sft,general,5,0.8,asch_history_5
0.0,instruct_sft,knowledge,29,0.0,asch_history_5
0.0,instruct_sft,math,29,0.034482758620689655,asch_history_5
0.0,instruct_sft,reasoning,26,0.038461538461538464,asch_history_5
0.0,instruct_sft,science,27,0.0,asch_history_5
0.0,instruct_sft,truthfulness,28,0.03571428571428571,asch_history_5
0.0,think,general,4,0.5,asch_history_5
0.0,think,knowledge,25,0.0,asch_history_5
0.0,think,math,47,0.19148936170212766,asch_history_5
0.0,think,reasoning,24,0.041666666666666664,asch_history_5
0.0,think,science,28,0.07142857142857142,asch_history_5
0.0,think,truthfulness,28,0.0,asch_history_5
0.0,think_sft,general,3,0.6666666666666666,asch_history_5
0.0,think_sft,knowledge,25,0.0,asch_history_5
0.0,think_sft,math,41,0.3170731707317073,asch_history_5
0.0,think_sft,reasoning,23,0.0,asch_history_5
0.0,think_sft,science,27,0.07407407407407407,asch_history_5
0.0,think_sft,truthfulness,27,0.037037037037037035,asch_history_5
0.0,rl_zero,general,15,0.4,asch_history_5
0.0,rl_zero,knowledge,29,0.0,asch_history_5
0.0,rl_zero,math,55,0.0,asch_history_5
0.0,rl_zero,reasoning,28,0.07142857142857142,asch_history_5
0.0,rl_zero,science,30,0.03333333333333333,asch_history_5
0.0,rl_zero,truthfulness,30,0.0,asch_history_5
0.2,base,general,2,0.0,asch_history_5
0.2,base,knowledge,27,0.0,asch_history_5
0.2,base,math,37,0.24324324324324326,asch_history_5
0.2,base,reasoning,26,0.038461538461538464,asch_history_5
0.2,base,science,27,0.037037037037037035,asch_history_5
0.2,base,truthfulness,27,0.0,asch_history_5
0.2,instruct,general,3,0.6666666666666666,asch_history_5
0.2,instruct,knowledge,27,0.0,asch_history_5
0.2,instruct,math,33,0.06060606060606061,asch_history_5
0.2,instruct,reasoning,26,0.07692307692307693,asch_history_5
0.2,instruct,science,28,0.03571428571428571,asch_history_5
0.2,instruct,truthfulness,30,0.0,asch_history_5
0.2,instruct_sft,general,5,0.6,asch_history_5
0.2,instruct_sft,knowledge,29,0.0,asch_history_5
0.2,instruct_sft,math,31,0.12903225806451613,asch_history_5
0.2,instruct_sft,reasoning,26,0.0,asch_history_5
0.2,instruct_sft,science,27,0.0,asch_history_5
0.2,instruct_sft,truthfulness,28,0.03571428571428571,asch_history_5
0.2,think,general,4,0.75,asch_history_5
0.2,think,knowledge,27,0.07407407407407407,asch_history_5
0.2,think,math,44,0.1590909090909091,asch_history_5
0.2,think,reasoning,23,0.0,asch_history_5
0.2,think,science,26,0.0,asch_history_5
0.2,think,truthfulness,28,0.03571428571428571,asch_history_5
0.2,think_sft,general,4,0.75,asch_history_5
0.2,think_sft,knowledge,25,0.04,asch_history_5
0.2,think_sft,math,40,0.175,asch_history_5
0.2,think_sft,reasoning,24,0.0,asch_history_5
0.2,think_sft,science,26,0.038461538461538464,asch_history_5
0.2,think_sft,truthfulness,29,0.034482758620689655,asch_history_5
0.2,rl_zero,general,17,0.5294117647058824,asch_history_5
0.2,rl_zero,knowledge,29,0.0,asch_history_5
0.2,rl_zero,math,57,0.0,asch_history_5
0.2,rl_zero,reasoning,27,0.037037037037037035,asch_history_5
0.2,rl_zero,science,30,0.0,asch_history_5
0.2,rl_zero,truthfulness,29,0.0,asch_history_5
0.4,base,general,2,0.0,asch_history_5
0.4,base,knowledge,26,0.038461538461538464,asch_history_5
0.4,base,math,38,0.2631578947368421,asch_history_5
0.4,base,reasoning,23,0.0,asch_history_5
0.4,base,science,27,0.07407407407407407,asch_history_5
0.4,base,truthfulness,29,0.06896551724137931,asch_history_5
0.4,instruct,general,2,0.5,asch_history_5
0.4,instruct,knowledge,28,0.0,asch_history_5
0.4,instruct,math,32,0.03125,asch_history_5
0.4,instruct,reasoning,27,0.1111111111111111,asch_history_5
0.4,instruct,science,28,0.03571428571428571,asch_history_5
0.4,instruct,truthfulness,30,0.03333333333333333,asch_history_5
0.4,instruct_sft,general,5,0.6,asch_history_5
0.4,instruct_sft,knowledge,29,0.0,asch_history_5
0.4,instruct_sft,math,29,0.06896551724137931,asch_history_5
0.4,instruct_sft,reasoning,26,0.0,asch_history_5
0.4,instruct_sft,science,27,0.0,asch_history_5
0.4,instruct_sft,truthfulness,29,0.034482758620689655,asch_history_5
0.4,think,general,2,0.5,asch_history_5
0.4,think,knowledge,24,0.041666666666666664,asch_history_5
0.4,think,math,47,0.1702127659574468,asch_history_5
0.4,think,reasoning,24,0.041666666666666664,asch_history_5
0.4,think,science,29,0.13793103448275862,asch_history_5
0.4,think,truthfulness,29,0.06896551724137931,asch_history_5
0.4,think_sft,general,3,0.6666666666666666,asch_history_5
0.4,think_sft,knowledge,25,0.0,asch_history_5
0.4,think_sft,math,40,0.175,asch_history_5
0.4,think_sft,reasoning,23,0.0,asch_history_5
0.4,think_sft,science,27,0.037037037037037035,asch_history_5
0.4,think_sft,truthfulness,28,0.0,asch_history_5
0.4,rl_zero,general,14,0.35714285714285715,asch_history_5
0.4,rl_zero,knowledge,30,0.0,asch_history_5
0.4,rl_zero,math,58,0.017241379310344827,asch_history_5
0.4,rl_zero,reasoning,28,0.03571428571428571,asch_history_5
0.4,rl_zero,science,28,0.0,asch_history_5
0.4,rl_zero,truthfulness,29,0.0,asch_history_5
0.6,base,general,2,0.0,asch_history_5
0.6,base,knowledge,27,0.037037037037037035,asch_history_5
0.6,base,math,37,0.10810810810810811,asch_history_5
0.6,base,reasoning,24,0.041666666666666664,asch_history_5
0.6,base,science,27,0.037037037037037035,asch_history_5
0.6,base,truthfulness,29,0.06896551724137931,asch_history_5
0.6,instruct,general,2,0.5,asch_history_5
0.6,instruct,knowledge,26,0.0,asch_history_5
0.6,instruct,math,33,0.06060606060606061,asch_history_5
0.6,instruct,reasoning,25,0.08,asch_history_5
0.6,instruct,science,28,0.03571428571428571,asch_history_5
0.6,instruct,truthfulness,30,0.06666666666666667,asch_history_5
0.6,instruct_sft,general,5,0.4,asch_history_5
0.6,instruct_sft,knowledge,29,0.0,asch_history_5
0.6,instruct_sft,math,30,0.06666666666666667,asch_history_5
0.6,instruct_sft,reasoning,26,0.0,asch_history_5
0.6,instruct_sft,science,27,0.037037037037037035,asch_history_5
0.6,instruct_sft,truthfulness,30,0.0,asch_history_5
0.6,think,general,3,0.3333333333333333,asch_history_5
0.6,think,knowledge,26,0.038461538461538464,asch_history_5
0.6,think,math,45,0.08888888888888889,asch_history_5
0.6,think,reasoning,24,0.041666666666666664,asch_history_5
0.6,think,science,26,0.0,asch_history_5
0.6,think,truthfulness,30,0.06666666666666667,asch_history_5
0.6,think_sft,general,3,0.6666666666666666,asch_history_5
0.6,think_sft,knowledge,27,0.07407407407407407,asch_history_5
0.6,think_sft,math,41,0.14634146341463414,asch_history_5
0.6,think_sft,reasoning,24,0.041666666666666664,asch_history_5
0.6,think_sft,science,26,0.038461538461538464,asch_history_5
0.6,think_sft,truthfulness,28,0.0,asch_history_5
0.6,rl_zero,general,12,0.08333333333333333,asch_history_5
0.6,rl_zero,knowledge,28,0.0,asch_history_5
0.6,rl_zero,math,57,0.05263157894736842,asch_history_5
0.6,rl_zero,reasoning,27,0.0,asch_history_5
0.6,rl_zero,science,29,0.0,asch_history_5
0.6,rl_zero,truthfulness,29,0.034482758620689655,asch_history_5
0.8,base,general,2,0.0,asch_history_5
0.8,base,knowledge,28,0.0,asch_history_5
0.8,base,math,36,0.25,asch_history_5
0.8,base,reasoning,25,0.04,asch_history_5
0.8,base,science,29,0.06896551724137931,asch_history_5
0.8,base,truthfulness,28,0.03571428571428571,asch_history_5
0.8,instruct,general,3,0.6666666666666666,asch_history_5
0.8,instruct,knowledge,25,0.0,asch_history_5
0.8,instruct,math,35,0.05714285714285714,asch_history_5
0.8,instruct,reasoning,25,0.04,asch_history_5
0.8,instruct,science,27,0.0,asch_history_5
0.8,instruct,truthfulness,30,0.03333333333333333,asch_history_5
0.8,instruct_sft,general,4,0.5,asch_history_5
0.8,instruct_sft,knowledge,28,0.0,asch_history_5
0.8,instruct_sft,math,30,0.16666666666666666,asch_history_5
0.8,instruct_sft,reasoning,28,0.10714285714285714,asch_history_5
0.8,instruct_sft,science,28,0.0,asch_history_5
0.8,instruct_sft,truthfulness,30,0.0,asch_history_5
0.8,think,general,4,0.75,asch_history_5
0.8,think,knowledge,25,0.0,asch_history_5
0.8,think,math,46,0.15217391304347827,asch_history_5
0.8,think,reasoning,24,0.041666666666666664,asch_history_5
0.8,think,science,26,0.038461538461538464,asch_history_5
0.8,think,truthfulness,29,0.06896551724137931,asch_history_5
0.8,think_sft,general,1,0.0,asch_history_5
0.8,think_sft,knowledge,26,0.038461538461538464,asch_history_5
0.8,think_sft,math,42,0.21428571428571427,asch_history_5
0.8,think_sft,reasoning,23,0.0,asch_history_5
0.8,think_sft,science,27,0.07407407407407407,asch_history_5
0.8,think_sft,truthfulness,29,0.10344827586206896,asch_history_5
0.8,rl_zero,general,11,0.09090909090909091,asch_history_5
0.8,rl_zero,knowledge,30,0.0,asch_history_5
0.8,rl_zero,math,59,0.05084745762711865,asch_history_5
0.8,rl_zero,reasoning,28,0.03571428571428571,asch_history_5
0.8,rl_zero,science,30,0.06666666666666667,asch_history_5
0.8,rl_zero,truthfulness,28,0.0,asch_history_5
1.0,base,general,2,0.0,asch_history_5
1.0,base,knowledge,28,0.03571428571428571,asch_history_5
1.0,base,math,36,0.1111111111111111,asch_history_5
1.0,base,reasoning,28,0.14285714285714285,asch_history_5
1.0,base,science,29,0.10344827586206896,asch_history_5
1.0,base,truthfulness,28,0.03571428571428571,asch_history_5
1.0,instruct,general,3,0.6666666666666666,asch_history_5
1.0,instruct,knowledge,26,0.0,asch_history_5
1.0,instruct,math,34,0.058823529411764705,asch_history_5
1.0,instruct,reasoning,25,0.04,asch_history_5
1.0,instruct,science,29,0.06896551724137931,asch_history_5
1.0,instruct,truthfulness,30,0.03333333333333333,asch_history_5
1.0,instruct_sft,general,4,0.75,asch_history_5
1.0,instruct_sft,knowledge,28,0.0,asch_history_5
1.0,instruct_sft,math,32,0.125,asch_history_5
1.0,instruct_sft,reasoning,26,0.038461538461538464,asch_history_5
1.0,instruct_sft,science,28,0.0,asch_history_5
1.0,instruct_sft,truthfulness,30,0.0,asch_history_5
1.0,think,general,3,0.3333333333333333,asch_history_5
1.0,think,knowledge,26,0.0,asch_history_5
1.0,think,math,48,0.0625,asch_history_5
1.0,think,reasoning,25,0.04,asch_history_5
1.0,think,science,28,0.07142857142857142,asch_history_5
1.0,think,truthfulness,29,0.06896551724137931,asch_history_5
1.0,think_sft,general,2,0.0,asch_history_5
1.0,think_sft,knowledge,25,0.0,asch_history_5
1.0,think_sft,math,43,0.23255813953488372,asch_history_5
1.0,think_sft,reasoning,24,0.0,asch_history_5
1.0,think_sft,science,27,0.037037037037037035,asch_history_5
1.0,think_sft,truthfulness,28,0.0,asch_history_5
1.0,rl_zero,general,10,0.4,asch_history_5
1.0,rl_zero,knowledge,30,0.0,asch_history_5
1.0,rl_zero,math,58,0.034482758620689655,asch_history_5
1.0,rl_zero,reasoning,28,0.03571428571428571,asch_history_5
1.0,rl_zero,science,27,0.0,asch_history_5
1.0,rl_zero,truthfulness,30,0.0,asch_history_5
0.0,base,general,3,0.3333333333333333,authoritative_bias
0.0,base,knowledge,27,0.0,authoritative_bias
0.0,base,math,41,0.1951219512195122,authoritative_bias
0.0,base,reasoning,26,0.07692307692307693,authoritative_bias
0.0,base,science,28,0.07142857142857142,authoritative_bias
0.0,base,truthfulness,28,0.03571428571428571,authoritative_bias
0.0,instruct,general,3,0.6666666666666666,authoritative_bias
0.0,instruct,knowledge,29,0.034482758620689655,authoritative_bias
0.0,instruct,math,34,0.058823529411764705,authoritative_bias
0.0,instruct,reasoning,25,0.04,authoritative_bias
0.0,instruct,science,27,0.0,authoritative_bias
0.0,instruct,truthfulness,29,0.034482758620689655,authoritative_bias
0.0,instruct_sft,general,5,0.6,authoritative_bias
0.0,instruct_sft,knowledge,29,0.0,authoritative_bias
0.0,instruct_sft,math,29,0.10344827586206896,authoritative_bias
0.0,instruct_sft,reasoning,26,0.07692307692307693,authoritative_bias
0.0,instruct_sft,science,27,0.0,authoritative_bias
0.0,instruct_sft,truthfulness,28,0.07142857142857142,authoritative_bias
0.0,think,general,4,0.75,authoritative_bias
0.0,think,knowledge,25,0.0,authoritative_bias
0.0,think,math,47,0.1276595744680851,authoritative_bias
0.0,think,reasoning,24,0.041666666666666664,authoritative_bias
0.0,think,science,28,0.07142857142857142,authoritative_bias
0.0,think,truthfulness,28,0.03571428571428571,authoritative_bias
0.0,think_sft,general,3,1.0,authoritative_bias
0.0,think_sft,knowledge,25,0.04,authoritative_bias
0.0,think_sft,math,41,0.1951219512195122,authoritative_bias
0.0,think_sft,reasoning,23,0.0,authoritative_bias
0.0,think_sft,science,27,0.037037037037037035,authoritative_bias
0.0,think_sft,truthfulness,27,0.07407407407407407,authoritative_bias
0.0,rl_zero,general,15,0.4666666666666667,authoritative_bias
0.0,rl_zero,knowledge,29,0.034482758620689655,authoritative_bias
0.0,rl_zero,math,55,0.0,authoritative_bias
0.0,rl_zero,reasoning,28,0.03571428571428571,authoritative_bias
0.0,rl_zero,science,30,0.0,authoritative_bias
0.0,rl_zero,truthfulness,30,0.0,authoritative_bias
0.2,base,general,2,1.0,authoritative_bias
0.2,base,knowledge,27,0.037037037037037035,authoritative_bias
0.2,base,math,37,0.16216216216216217,authoritative_bias
0.2,base,reasoning,26,0.11538461538461539,authoritative_bias
0.2,base,science,27,0.07407407407407407,authoritative_bias
0.2,base,truthfulness,27,0.0,authoritative_bias
0.2,instruct,general,3,0.6666666666666666,authoritative_bias
0.2,instruct,knowledge,27,0.037037037037037035,authoritative_bias
0.2,instruct,math,33,0.030303030303030304,authoritative_bias
0.2,instruct,reasoning,26,0.07692307692307693,authoritative_bias
0.2,instruct,science,28,0.03571428571428571,authoritative_bias
0.2,instruct,truthfulness,30,0.1,authoritative_bias
0.2,instruct_sft,general,5,0.8,authoritative_bias
0.2,instruct_sft,knowledge,29,0.0,authoritative_bias
0.2,instruct_sft,math,31,0.12903225806451613,authoritative_bias
0.2,instruct_sft,reasoning,26,0.038461538461538464,authoritative_bias
0.2,instruct_sft,science,27,0.0,authoritative_bias
0.2,instruct_sft,truthfulness,28,0.03571428571428571,authoritative_bias
0.2,think,general,4,0.75,authoritative_bias
0.2,think,knowledge,27,0.07407407407407407,authoritative_bias
0.2,think,math,44,0.1590909090909091,authoritative_bias
0.2,think,reasoning,23,0.0,authoritative_bias
0.2,think,science,26,0.038461538461538464,authoritative_bias
0.2,think,truthfulness,28,0.07142857142857142,authoritative_bias
0.2,think_sft,general,4,0.5,authoritative_bias
0.2,think_sft,knowledge,25,0.0,authoritative_bias
0.2,think_sft,math,40,0.2,authoritative_bias
0.2,think_sft,reasoning,24,0.041666666666666664,authoritative_bias
0.2,think_sft,science,26,0.0,authoritative_bias
0.2,think_sft,truthfulness,29,0.034482758620689655,authoritative_bias
0.2,rl_zero,general,17,0.47058823529411764,authoritative_bias
0.2,rl_zero,knowledge,29,0.034482758620689655,authoritative_bias
0.2,rl_zero,math,57,0.08771929824561403,authoritative_bias
0.2,rl_zero,reasoning,27,0.0,authoritative_bias
0.2,rl_zero,science,30,0.0,authoritative_bias
0.2,rl_zero,truthfulness,29,0.034482758620689655,authoritative_bias
0.4,base,general,2,0.5,authoritative_bias
0.4,base,knowledge,26,0.0,authoritative_bias
0.4,base,math,38,0.18421052631578946,authoritative_bias
0.4,base,reasoning,23,0.0,authoritative_bias
0.4,base,science,27,0.07407407407407407,authoritative_bias
0.4,base,truthfulness,29,0.0,authoritative_bias
0.4,instruct,general,2,0.5,authoritative_bias
0.4,instruct,knowledge,28,0.03571428571428571,authoritative_bias
0.4,instruct,math,32,0.03125,authoritative_bias
0.4,instruct,reasoning,27,0.07407407407407407,authoritative_bias
0.4,instruct,science,28,0.03571428571428571,authoritative_bias
0.4,instruct,truthfulness,30,0.1,authoritative_bias
0.4,instruct_sft,general,5,0.8,authoritative_bias
0.4,instruct_sft,knowledge,29,0.034482758620689655,authoritative_bias
0.4,instruct_sft,math,29,0.10344827586206896,authoritative_bias
0.4,instruct_sft,reasoning,26,0.07692307692307693,authoritative_bias
0.4,instruct_sft,science,27,0.0,authoritative_bias
0.4,instruct_sft,truthfulness,29,0.0,authoritative_bias
0.4,think,general,2,1.0,authoritative_bias
0.4,think,knowledge,24,0.0,authoritative_bias
0.4,think,math,47,0.14893617021276595,authoritative_bias
0.4,think,reasoning,24,0.041666666666666664,authoritative_bias
0.4,think,science,29,0.034482758620689655,authoritative_bias
0.4,think,truthfulness,29,0.06896551724137931,authoritative_bias
0.4,think_sft,general,3,0.6666666666666666,authoritative_bias
0.4,think_sft,knowledge,25,0.04,authoritative_bias
0.4,think_sft,math,40,0.125,authoritative_bias
0.4,think_sft,reasoning,23,0.0,authoritative_bias
0.4,think_sft,science,27,0.037037037037037035,authoritative_bias
0.4,think_sft,truthfulness,28,0.07142857142857142,authoritative_bias
0.4,rl_zero,general,14,0.07142857142857142,authoritative_bias
0.4,rl_zero,knowledge,30,0.0,authoritative_bias
0.4,rl_zero,math,58,0.034482758620689655,authoritative_bias
0.4,rl_zero,reasoning,28,0.03571428571428571,authoritative_bias
0.4,rl_zero,science,28,0.03571428571428571,authoritative_bias
0.4,rl_zero,truthfulness,29,0.0,authoritative_bias
0.6,base,general,2,0.5,authoritative_bias
0.6,base,knowledge,27,0.0,authoritative_bias
0.6,base,math,37,0.02702702702702703,authoritative_bias
0.6,base,reasoning,24,0.0,authoritative_bias
0.6,base,science,27,0.07407407407407407,authoritative_bias
0.6,base,truthfulness,29,0.034482758620689655,authoritative_bias
0.6,instruct,general,2,0.5,authoritative_bias
0.6,instruct,knowledge,26,0.0,authoritative_bias
0.6,instruct,math,33,0.030303030303030304,authoritative_bias
0.6,instruct,reasoning,25,0.04,authoritative_bias
0.6,instruct,science,28,0.0,authoritative_bias
0.6,instruct,truthfulness,30,0.1,authoritative_bias
0.6,instruct_sft,general,5,0.6,authoritative_bias
0.6,instruct_sft,knowledge,29,0.034482758620689655,authoritative_bias
0.6,instruct_sft,math,30,0.1,authoritative_bias
0.6,instruct_sft,reasoning,26,0.07692307692307693,authoritative_bias
0.6,instruct_sft,science,27,0.0,authoritative_bias
0.6,instruct_sft,truthfulness,30,0.06666666666666667,authoritative_bias
0.6,think,general,3,0.3333333333333333,authoritative_bias
0.6,think,knowledge,26,0.038461538461538464,authoritative_bias
0.6,think,math,45,0.1111111111111111,authoritative_bias
0.6,think,reasoning,24,0.0,authoritative_bias
0.6,think,science,26,0.038461538461538464,authoritative_bias
0.6,think,truthfulness,30,0.06666666666666667,authoritative_bias
0.6,think_sft,general,3,0.3333333333333333,authoritative_bias
0.6,think_sft,knowledge,27,0.037037037037037035,authoritative_bias
0.6,think_sft,math,41,0.21951219512195122,authoritative_bias
0.6,think_sft,reasoning,24,0.041666666666666664,authoritative_bias
0.6,think_sft,science,26,0.038461538461538464,authoritative_bias
0.6,think_sft,truthfulness,28,0.07142857142857142,authoritative_bias
0.6,rl_zero,general,12,0.08333333333333333,authoritative_bias
0.6,rl_zero,knowledge,28,0.03571428571428571,authoritative_bias
0.6,rl_zero,math,57,0.03508771929824561,authoritative_bias
0.6,rl_zero,reasoning,27,0.037037037037037035,authoritative_bias
0.6,rl_zero,science,29,0.034482758620689655,authoritative_bias
0.6,rl_zero,truthfulness,29,0.0,authoritative_bias
0.8,base,general,2,0.0,authoritative_bias
0.8,base,knowledge,28,0.03571428571428571,authoritative_bias
0.8,base,math,36,0.25,authoritative_bias
0.8,base,reasoning,25,0.08,authoritative_bias
0.8,base,science,29,0.034482758620689655,authoritative_bias
0.8,base,truthfulness,28,0.03571428571428571,authoritative_bias
0.8,instruct,general,3,0.6666666666666666,authoritative_bias
0.8,instruct,knowledge,25,0.0,authoritative_bias
0.8,instruct,math,35,0.08571428571428572,authoritative_bias
0.8,instruct,reasoning,25,0.04,authoritative_bias
0.8,instruct,science,27,0.0,authoritative_bias
0.8,instruct,truthfulness,30,0.06666666666666667,authoritative_bias
0.8,instruct_sft,general,4,0.5,authoritative_bias
0.8,instruct_sft,knowledge,28,0.03571428571428571,authoritative_bias
0.8,instruct_sft,math,30,0.06666666666666667,authoritative_bias
0.8,instruct_sft,reasoning,28,0.10714285714285714,authoritative_bias
0.8,instruct_sft,science,28,0.0,authoritative_bias
0.8,instruct_sft,truthfulness,30,0.06666666666666667,authoritative_bias
0.8,think,general,4,0.5,authoritative_bias
0.8,think,knowledge,25,0.04,authoritative_bias
0.8,think,math,46,0.10869565217391304,authoritative_bias
0.8,think,reasoning,24,0.0,authoritative_bias
0.8,think,science,26,0.0,authoritative_bias
0.8,think,truthfulness,29,0.06896551724137931,authoritative_bias
0.8,think_sft,general,1,1.0,authoritative_bias
0.8,think_sft,knowledge,26,0.0,authoritative_bias
0.8,think_sft,math,42,0.14285714285714285,authoritative_bias
0.8,think_sft,reasoning,23,0.0,authoritative_bias
0.8,think_sft,science,27,0.037037037037037035,authoritative_bias
0.8,think_sft,truthfulness,29,0.0,authoritative_bias
0.8,rl_zero,general,11,0.0,authoritative_bias
0.8,rl_zero,knowledge,30,0.03333333333333333,authoritative_bias
0.8,rl_zero,math,59,0.03389830508474576,authoritative_bias
0.8,rl_zero,reasoning,28,0.0,authoritative_bias
0.8,rl_zero,science,30,0.03333333333333333,authoritative_bias
0.8,rl_zero,truthfulness,28,0.0,authoritative_bias
1.0,base,general,2,0.5,authoritative_bias
1.0,base,knowledge,28,0.03571428571428571,authoritative_bias
1.0,base,math,36,0.1111111111111111,authoritative_bias
1.0,base,reasoning,28,0.10714285714285714,authoritative_bias
1.0,base,science,29,0.0,authoritative_bias
1.0,base,truthfulness,28,0.03571428571428571,authoritative_bias
1.0,instruct,general,3,0.6666666666666666,authoritative_bias
1.0,instruct,knowledge,26,0.038461538461538464,authoritative_bias
1.0,instruct,math,34,0.08823529411764706,authoritative_bias
1.0,instruct,reasoning,25,0.04,authoritative_bias
1.0,instruct,science,29,0.034482758620689655,authoritative_bias
1.0,instruct,truthfulness,30,0.03333333333333333,authoritative_bias
1.0,instruct_sft,general,4,0.5,authoritative_bias
1.0,instruct_sft,knowledge,28,0.0,authoritative_bias
1.0,instruct_sft,math,32,0.125,authoritative_bias
1.0,instruct_sft,reasoning,26,0.07692307692307693,authoritative_bias
1.0,instruct_sft,science,28,0.0,authoritative_bias
1.0,instruct_sft,truthfulness,30,0.03333333333333333,authoritative_bias
1.0,think,general,3,0.3333333333333333,authoritative_bias
1.0,think,knowledge,26,0.0,authoritative_bias
1.0,think,math,48,0.14583333333333334,authoritative_bias
1.0,think,reasoning,25,0.04,authoritative_bias
1.0,think,science,28,0.03571428571428571,authoritative_bias
1.0,think,truthfulness,29,0.0,authoritative_bias
1.0,think_sft,general,2,1.0,authoritative_bias
1.0,think_sft,knowledge,25,0.0,authoritative_bias
1.0,think_sft,math,43,0.09302325581395349,authoritative_bias
1.0,think_sft,reasoning,24,0.0,authoritative_bias
1.0,think_sft,science,27,0.037037037037037035,authoritative_bias
1.0,think_sft,truthfulness,28,0.03571428571428571,authoritative_bias
1.0,rl_zero,general,10,0.2,authoritative_bias
1.0,rl_zero,knowledge,30,0.0,authoritative_bias
1.0,rl_zero,math,58,0.034482758620689655,authoritative_bias
1.0,rl_zero,reasoning,28,0.0,authoritative_bias
1.0,rl_zero,science,27,0.0,authoritative_bias
1.0,rl_zero,truthfulness,30,0.0,authoritative_bias
